diarrhea,vomiting,fever,stomach_pain,nausea,weakness,headache,jaundice,dark_urine,dehydration,rash,body_pain,blood_stool,loss_appetite,pH,turbidity,possible_microorganisms
0,0,0,1,1,0,1,0,1,0,1,1,0,0,5.1,10.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,0,0,0,0,1,0,1,0,1,0,0,5.4,3.5,Hepatitis A virus
0,0,1,1,0,1,0,0,1,1,1,0,1,0,7.2,7.4,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,1,0,0,1,0,0,0,1,0,0,1,8.5,1.4,"Shigella spp.,Pseudomonas"
0,0,0,1,0,1,1,1,0,0,1,1,0,1,6.3,2.7,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,1,0,0,0,1,1,1,1,0,0,1,1,0,8.0,4.9,"Hepatitis A virus,Shigella spp.,E. coli"
1,1,0,1,1,0,1,1,1,1,0,0,0,1,5.1,4.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,0,1,1,0,1,0,1,1,1,0,0,1,0,8.4,14.6,"Hepatitis A virus,Shigella spp.,Giardia lamblia,Cryptosporidium"
1,0,1,0,1,1,0,0,0,0,0,1,1,1,5.4,6.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Cryptosporidium"
0,0,0,0,0,0,1,1,1,1,1,0,0,1,5.2,14.7,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,1,0,1,0,1,0,1,1,0,0,0,0,1,7.8,3.7,"Hepatitis A virus,Shigella spp."
1,0,0,0,1,1,1,1,0,0,0,1,0,1,7.6,12.3,"Salmonella typhi,Hepatitis A virus,Giardia lamblia,Cryptosporidium"
1,0,1,1,0,0,0,1,1,1,0,0,0,0,5.2,5.1,"Vibrio cholerae,Salmonella typhi,Shigella spp.,Giardia lamblia,Cryptosporidium"
0,1,0,1,1,1,1,0,0,0,1,0,0,1,6.7,3.7,"Hepatitis A virus,Giardia lamblia,Pseudomonas"
0,0,1,1,1,0,1,0,1,0,0,0,0,1,5.3,10.6,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,1,1,0,1,0,1,1,1,0,1,1,1,0,8.4,10.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
0,0,0,0,1,0,0,1,0,0,0,1,1,1,6.7,0.5,"Hepatitis A virus,Shigella spp."
1,0,1,0,0,0,0,1,0,1,0,0,1,0,6.4,2.2,"Salmonella typhi,Shigella spp."
1,1,1,1,0,0,0,0,0,1,0,0,1,0,5.2,7.8,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,0,1,1,0,0,1,0,0,1,1,0,0,7.9,13.7,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,1,0,0,0,0,0,0,0,1,1,1,0,0,7.5,3.3,Pseudomonas
0,1,1,0,1,1,0,0,0,1,0,0,0,1,7.3,0.0,Hepatitis A virus
1,0,0,0,1,0,0,0,1,1,1,1,0,1,6.9,10.4,"Vibrio cholerae,Hepatitis A virus,E. coli,Pseudomonas"
1,1,1,1,1,0,0,0,0,1,0,0,1,1,5.5,10.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,1,1,0,0,0,0,0,0,0,1,1,0,0,6.1,5.1,"Vibrio cholerae,Salmonella typhi,Pseudomonas,Cryptosporidium"
0,0,1,1,1,0,1,1,0,0,1,0,0,1,7.8,12.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
1,0,1,0,0,0,1,1,0,0,0,0,1,1,6.6,5.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
0,0,1,0,1,1,0,0,0,0,1,1,1,0,8.8,9.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira,Pseudomonas"
0,1,0,0,0,1,0,0,1,1,1,0,1,0,8.0,6.4,"Salmonella typhi,Hepatitis A virus"
1,1,0,0,1,0,1,1,1,1,0,1,1,1,6.4,8.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,1,1,1,0,0,1,0,1,0,0,0,1,7.0,5.3,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
0,0,1,0,1,0,0,1,1,0,1,0,0,0,6.5,3.0,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
1,1,0,1,1,1,0,0,0,1,1,0,1,0,6.0,12.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
0,1,0,0,1,0,0,1,1,1,1,0,1,1,6.5,15.0,"Vibrio cholerae,Hepatitis A virus,Giardia lamblia,Pseudomonas"
1,0,1,0,1,1,1,0,0,0,0,1,0,0,7.0,5.3,"Hepatitis A virus,E. coli,Leptospira,Cryptosporidium"
1,1,0,1,1,1,1,1,1,0,1,1,0,0,5.9,12.0,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas,Cryptosporidium"
0,1,1,1,0,0,0,1,0,0,1,1,0,0,7.8,7.8,"Salmonella typhi,E. coli,Giardia lamblia,Leptospira"
1,1,1,0,1,1,0,0,1,1,1,1,1,1,6.4,7.3,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Leptospira,Pseudomonas,Cryptosporidium"
0,0,0,0,1,0,0,1,1,0,0,1,1,1,5.0,9.0,"Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,0,1,0,1,1,1,0,1,1,0,0,0,1,6.6,3.0,"Salmonella typhi,Hepatitis A virus"
0,1,1,0,1,1,0,1,1,1,1,0,1,0,6.7,5.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,1,0,0,1,0,1,0,1,1,0,0,1,0,7.6,6.7,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia"
0,0,1,0,1,0,0,0,1,1,0,0,1,0,7.3,11.7,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,0,1,1,1,0,1,0,0,0,1,1,1,1,7.3,9.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
0,0,0,1,0,0,1,0,1,0,1,1,0,1,5.5,12.5,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,0,0,0,1,1,1,0,1,0,1,0,7.1,0.5,"Shigella spp.,Pseudomonas"
1,0,0,0,1,0,0,0,1,0,1,1,0,1,7.9,1.1,Hepatitis A virus
1,0,0,0,0,0,1,0,1,1,0,1,0,0,8.1,11.8,"E. coli,Cryptosporidium"
1,0,1,1,0,0,0,1,0,1,0,0,1,0,6.3,9.4,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli"
0,1,1,1,0,0,0,0,1,1,0,1,0,1,6.8,5.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia"
1,1,1,1,1,1,0,0,0,1,1,1,0,0,5.5,4.0,"Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira,Pseudomonas"
1,1,0,0,1,1,0,1,0,1,0,0,1,0,8.6,0.5,"Hepatitis A virus,Shigella spp."
0,1,1,0,0,1,0,0,1,0,1,0,1,1,6.5,5.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,1,0,1,0,0,0,0,1,0,1,0,1,0,8.4,11.8,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,1,1,1,1,1,0,0,1,0,1,1,1,0,7.2,8.8,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,0,0,1,1,1,1,0,0,0,1,1,1,1,5.8,10.8,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
0,0,0,0,1,1,1,1,0,1,1,1,1,1,6.4,4.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
0,0,0,0,1,0,1,1,0,0,1,0,1,0,8.6,4.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
1,0,1,1,1,1,1,1,1,0,1,1,0,1,9.0,13.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Cryptosporidium"
0,1,1,0,0,0,0,0,0,0,0,1,0,0,8.2,9.6,None
1,1,1,0,0,1,1,1,1,1,0,0,1,1,8.6,14.8,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
1,0,1,0,0,1,1,1,1,0,1,0,1,1,8.1,10.2,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,0,1,1,1,0,1,0,0,1,1,0,1,0,8.6,9.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,1,0,0,1,1,0,1,1,1,1,0,0,8.8,0.8,"Hepatitis A virus,Leptospira,Pseudomonas"
0,0,1,1,0,0,1,1,1,0,0,0,0,1,5.1,12.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,0,1,0,0,1,1,1,1,1,0,1,0,0,9.0,13.7,"Hepatitis A virus,E. coli,Leptospira,Cryptosporidium"
0,0,0,0,0,1,1,0,0,1,1,1,1,1,6.4,2.2,"Shigella spp.,Pseudomonas"
1,1,0,1,0,1,1,1,1,1,1,1,0,0,5.9,14.5,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,0,0,1,1,1,1,1,0,0,0,0,1,5.2,0.8,Hepatitis A virus
0,1,1,1,1,1,1,1,0,0,0,0,0,0,7.2,1.9,"Hepatitis A virus,Shigella spp."
1,0,0,1,1,1,1,1,0,0,0,1,1,1,7.3,0.4,"Hepatitis A virus,Shigella spp."
0,0,1,1,1,0,0,0,1,0,0,1,0,0,9.0,4.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
0,1,1,0,1,0,0,0,0,1,1,1,1,1,7.0,3.2,"Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira,Pseudomonas"
0,0,0,1,1,1,0,0,1,1,0,0,1,1,6.6,11.2,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,1,0,0,1,0,0,0,0,1,0,1,1,1,8.4,6.0,"Hepatitis A virus,Shigella spp.,Cryptosporidium"
1,0,1,0,1,0,1,0,1,0,0,1,1,0,7.9,11.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Cryptosporidium"
1,0,1,0,0,1,1,1,0,1,1,1,1,1,6.6,9.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Leptospira,Pseudomonas,Cryptosporidium"
1,0,1,0,1,1,1,1,0,1,0,0,0,0,5.7,7.0,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli"
0,0,0,1,1,1,0,1,1,1,0,0,0,1,6.1,7.7,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia"
1,1,0,1,1,1,1,1,0,0,1,0,0,0,7.9,13.6,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,1,1,1,0,1,0,0,0,0,0,0,1,7.8,8.5,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,0,1,0,0,0,0,0,0,1,1,1,1,1,5.7,2.2,"Shigella spp.,Leptospira,Pseudomonas"
1,1,0,1,0,0,0,0,0,1,0,1,1,1,5.5,3.7,"Shigella spp.,Giardia lamblia"
1,0,0,1,1,0,1,0,0,0,1,1,1,1,6.3,8.4,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,1,0,0,0,0,1,1,1,0,1,0,0,6.0,5.3,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,E. coli,Leptospira,Cryptosporidium"
1,0,0,0,0,1,1,0,1,0,1,1,0,1,6.6,2.5,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
0,0,0,1,1,1,0,1,1,1,1,1,1,1,6.5,10.0,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
1,1,1,1,0,1,1,1,1,0,0,0,1,0,6.2,7.6,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Cryptosporidium"
1,0,1,0,0,1,1,0,0,1,1,1,1,0,7.2,6.5,"Salmonella typhi,Shigella spp.,E. coli,Leptospira,Pseudomonas,Cryptosporidium"
1,1,0,0,1,1,1,1,0,0,1,1,1,0,8.4,8.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,1,0,1,0,0,0,0,0,0,0,1,0,7.8,9.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Cryptosporidium"
0,1,0,0,1,1,1,1,0,1,1,0,0,0,5.8,8.3,"Vibrio cholerae,Salmonella typhi,Giardia lamblia,Pseudomonas"
1,1,1,1,0,1,0,1,0,1,0,1,1,0,7.7,10.9,"E. coli,Cryptosporidium"
1,1,1,1,1,1,1,0,0,0,0,0,0,1,6.5,5.3,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,0,0,0,1,1,1,1,0,0,1,0,1,5.3,12.4,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus"
0,1,0,0,0,1,0,0,1,1,1,1,0,0,8.7,6.2,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
0,0,0,1,1,0,0,1,0,0,0,1,1,0,8.9,0.5,None
1,1,1,0,0,1,1,1,1,0,0,0,1,1,7.0,10.0,"Salmonella typhi,Shigella spp.,Cryptosporidium"
0,0,0,1,0,1,1,0,1,1,0,1,0,0,6.5,7.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
0,0,1,0,0,1,1,1,1,1,1,0,1,1,5.5,7.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
1,0,0,1,1,0,1,0,1,1,1,1,0,1,5.2,13.7,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,0,0,1,0,0,0,0,1,1,1,1,1,8.7,6.1,"Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,1,0,1,0,1,0,0,0,0,0,1,0,1,7.3,13.4,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,0,0,1,1,1,1,1,0,0,1,1,0,0,7.4,14.4,"Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,1,1,0,1,1,1,0,1,1,1,0,1,5.7,11.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Leptospira,Pseudomonas,Cryptosporidium"
1,1,1,0,0,0,1,1,0,1,1,1,0,0,5.2,12.9,"Vibrio cholerae,Hepatitis A virus,E. coli,Pseudomonas,Cryptosporidium"
0,1,0,1,0,1,1,1,0,1,1,1,0,0,5.2,2.7,"Salmonella typhi,Hepatitis A virus,Pseudomonas"
0,1,1,1,0,0,0,1,0,0,0,1,0,1,8.5,12.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Leptospira"
1,0,1,1,1,1,1,0,0,0,0,0,0,1,7.2,10.9,"Salmonella typhi,E. coli,Giardia lamblia,Cryptosporidium"
1,1,1,0,0,1,1,1,1,1,0,0,1,1,5.4,12.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli"
1,1,0,1,0,1,0,0,1,0,0,1,0,1,5.8,5.9,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,1,0,0,1,1,0,0,0,1,0,1,1,0,5.4,12.8,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,0,0,1,1,0,1,0,1,0,0,1,1,7.8,4.1,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,0,0,1,0,0,1,1,1,1,0,1,1,0,5.3,2.6,"Salmonella typhi,Shigella spp."
0,1,0,0,0,0,1,0,0,0,0,0,0,0,7.6,13.1,Salmonella typhi
0,1,1,0,0,0,0,0,1,1,0,0,1,1,6.6,5.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp."
0,0,1,0,1,1,0,0,1,1,0,0,0,1,6.3,12.8,"Salmonella typhi,Hepatitis A virus,Giardia lamblia"
0,0,1,1,1,1,1,1,0,0,0,1,1,1,6.0,11.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira"
1,0,1,1,1,1,1,1,1,0,0,1,1,0,6.9,11.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Cryptosporidium"
1,1,1,1,1,0,0,0,1,1,1,1,0,1,5.6,5.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
0,0,0,0,0,0,1,0,0,0,0,1,1,1,8.4,3.1,"Salmonella typhi,Shigella spp."
0,0,1,0,1,0,1,1,1,1,1,1,1,0,6.3,3.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Pseudomonas"
0,0,0,1,0,0,0,1,0,0,1,1,1,1,8.7,4.9,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,1,0,0,0,0,0,1,1,0,0,0,5.7,11.0,"Vibrio cholerae,Shigella spp.,Giardia lamblia,Pseudomonas"
1,1,0,1,0,1,0,0,0,1,1,1,0,1,5.2,1.1,"Shigella spp.,Pseudomonas"
1,0,1,0,1,0,0,1,1,0,0,1,0,0,8.9,1.3,Hepatitis A virus
1,0,1,1,1,0,0,0,0,1,1,1,0,0,6.3,12.7,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
0,0,1,1,0,1,0,1,1,1,1,1,0,1,8.6,3.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Leptospira,Pseudomonas"
1,1,0,1,1,0,0,0,0,0,0,1,0,1,5.0,0.4,"Hepatitis A virus,Shigella spp."
1,1,0,1,1,0,0,0,1,1,1,0,0,1,8.3,1.8,"Shigella spp.,Pseudomonas"
0,0,1,0,1,1,1,1,0,0,0,1,1,0,5.3,10.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Leptospira"
0,0,1,0,0,1,0,1,1,0,0,0,1,0,6.8,4.9,"Salmonella typhi,Hepatitis A virus,Shigella spp."
1,0,1,0,0,0,0,1,1,1,1,1,0,0,7.2,9.5,"Salmonella typhi,Hepatitis A virus,E. coli,Leptospira,Pseudomonas,Cryptosporidium"
1,1,1,0,1,0,1,0,1,1,0,1,0,0,8.1,6.7,"Salmonella typhi,Hepatitis A virus,E. coli,Leptospira,Cryptosporidium"
1,0,1,1,0,0,1,1,0,1,1,1,0,1,7.6,11.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira,Pseudomonas,Cryptosporidium"
0,1,0,1,1,0,0,1,1,1,1,1,0,0,6.4,10.3,"Vibrio cholerae,Shigella spp.,Giardia lamblia"
1,0,0,1,0,0,1,1,0,1,0,0,0,1,8.5,9.8,"Salmonella typhi,Hepatitis A virus,Cryptosporidium"
0,0,1,1,1,1,0,0,1,1,0,0,0,1,7.5,10.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
0,1,0,1,1,0,1,0,0,1,0,0,0,1,7.0,11.5,"Hepatitis A virus,Shigella spp.,E. coli"
0,0,0,0,0,1,0,0,0,0,0,0,1,0,5.7,7.8,"Salmonella typhi,Shigella spp."
1,1,0,0,1,1,1,1,0,0,0,0,0,1,8.9,6.5,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Cryptosporidium"
0,0,1,0,0,0,0,1,1,0,0,1,1,1,5.8,8.5,"Salmonella typhi,Hepatitis A virus,Leptospira"
1,0,1,0,0,0,0,0,0,0,0,1,1,1,6.2,8.9,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Leptospira,Cryptosporidium"
1,1,1,0,0,0,1,1,1,1,1,0,0,1,5.8,5.1,"Vibrio cholerae,Hepatitis A virus,E. coli,Pseudomonas"
1,0,0,1,1,0,1,1,1,1,1,1,1,0,8.2,2.7,Shigella spp.
0,1,1,0,1,1,1,0,0,0,0,0,0,0,8.3,11.5,"Salmonella typhi,Hepatitis A virus"
0,1,1,0,0,0,0,1,0,1,0,1,0,0,5.7,0.6,Leptospira
0,1,0,1,1,0,0,1,1,1,1,1,0,1,7.8,10.4,"Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas"
1,1,0,1,1,1,1,1,1,1,1,0,0,1,6.6,4.1,"E. coli,Giardia lamblia,Pseudomonas"
0,0,1,0,0,0,0,0,0,0,1,0,1,1,7.4,7.4,"Salmonella typhi,Shigella spp."
0,1,1,1,0,1,1,0,0,0,1,1,1,0,6.0,11.6,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Leptospira,Pseudomonas"
0,1,0,0,0,0,0,0,0,0,0,0,0,0,5.3,6.2,Vibrio cholerae
1,1,1,1,1,1,0,0,1,0,1,0,0,1,7.6,11.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,1,1,0,1,0,0,1,1,1,0,1,1,0,6.9,9.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira"
1,0,0,0,0,0,0,0,0,0,1,0,0,0,7.5,2.8,Pseudomonas
0,0,0,1,1,0,0,1,1,1,1,0,1,0,6.1,10.5,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas"
1,1,1,1,1,0,0,1,1,0,0,0,1,0,8.6,12.2,"Shigella spp.,E. coli,Giardia lamblia"
0,0,1,1,1,1,0,0,1,1,0,1,0,0,6.4,11.9,"Salmonella typhi,Shigella spp.,E. coli"
0,0,1,1,1,0,1,0,1,0,1,0,1,1,7.1,0.2,"Hepatitis A virus,Shigella spp.,Pseudomonas"
1,1,1,0,0,1,1,0,1,0,1,0,1,0,8.7,14.3,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
0,0,1,0,0,0,0,1,0,1,0,1,1,1,7.1,3.4,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Leptospira"
1,0,0,1,0,1,0,0,1,0,0,1,1,0,8.9,14.5,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Cryptosporidium"
0,1,0,0,1,0,1,0,1,0,0,1,0,0,5.7,13.3,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus"
0,1,1,0,1,0,0,1,0,0,0,0,1,0,7.6,6.0,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,1,1,0,1,1,1,0,0,0,0,0,0,1,6.9,12.9,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Giardia lamblia"
1,0,1,0,0,0,1,1,0,1,1,0,0,1,8.5,7.1,"Salmonella typhi,Hepatitis A virus,E. coli,Pseudomonas"
1,0,0,1,0,1,0,0,0,0,0,0,1,1,6.8,13.1,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,1,1,1,1,1,0,1,1,0,0,0,1,7.4,3.9,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia"
1,0,0,1,0,0,1,0,1,0,1,1,0,1,5.4,5.2,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,1,0,0,1,1,0,0,0,1,1,1,1,1,7.9,6.5,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
0,0,0,0,0,1,0,0,0,1,1,0,0,0,6.5,8.6,"Salmonella typhi,Pseudomonas"
1,0,0,1,0,1,1,1,0,0,0,1,1,1,6.1,11.1,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,0,0,0,0,0,1,0,1,1,1,1,1,1,6.6,2.7,"Salmonella typhi,Shigella spp.,Pseudomonas"
1,1,1,0,0,1,1,0,1,0,1,0,0,0,8.0,8.3,"Salmonella typhi,E. coli,Cryptosporidium"
0,0,1,0,1,1,1,0,0,0,0,1,1,0,7.6,5.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Leptospira"
1,0,1,0,1,0,1,0,0,1,0,0,1,1,7.3,13.6,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
1,0,0,0,1,0,0,0,1,0,1,0,0,1,8.8,13.6,"Hepatitis A virus,E. coli,Giardia lamblia,Pseudomonas,Cryptosporidium"
1,0,1,1,1,1,1,0,0,1,1,0,1,1,6.3,3.7,"Salmonella typhi,Hepatitis A virus,Shigella spp.,Giardia lamblia,Pseudomonas"
0,1,1,0,0,0,1,1,0,1,1,0,0,0,8.2,9.8,"Salmonella typhi,Pseudomonas"
1,1,0,1,1,0,0,1,0,1,1,0,0,1,7.6,5.6,"Hepatitis A virus,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,0,1,0,0,0,0,1,1,0,0,1,1,1,5.8,5.2,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Leptospira,Cryptosporidium"
1,0,1,1,0,0,0,1,1,1,0,0,0,1,7.9,4.6,"Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia"
1,1,1,0,0,0,1,1,0,1,0,1,1,1,6.4,8.1,"Vibrio cholerae,Hepatitis A virus,Shigella spp.,E. coli,Leptospira"
1,1,1,1,1,1,1,0,0,1,0,0,1,0,7.3,9.4,"Salmonella typhi,Hepatitis A virus,E. coli,Giardia lamblia,Cryptosporidium"
1,1,1,0,0,1,0,0,0,1,1,0,1,1,6.8,5.7,"Vibrio cholerae,Salmonella typhi,Shigella spp.,E. coli,Pseudomonas,Cryptosporidium"
1,1,0,1,0,1,1,1,0,1,0,1,1,0,6.5,6.9,"Vibrio cholerae,Salmonella typhi,Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Cryptosporidium"
0,1,1,1,0,1,0,1,0,0,1,1,1,0,7.9,5.2,"Hepatitis A virus,Shigella spp.,E. coli,Giardia lamblia,Pseudomonas"
1,0,0,0,0,0,1,1,1,0,1,0,0,0,7.8,0.7,"Hepatitis A virus,Pseudomonas"
